ObsID	Target	My RA	CSC RA	My DEC	CSC DEC
13203	ULAS J1120+0641	  170.347620	  170.006250	    6.667110	  170.006250
1587	NGC3379	  162.340490	  161.958333	   12.905600	  161.958333
4692	NGC 3384	  162.340490	  162.070833	   12.905600	  162.070833
7073	NGC3379	  162.340490	  161.957083	   12.905600	  161.957083
7076	NGC3379	  162.340490	  161.957083	   12.905600	  161.957083
11782	NGC3384	  162.340490	  162.070417	   12.905600	  162.070417
13829	NGC 3384	  162.340490	  162.070417	   12.905600	  162.070417
18223	CSWA 11	  120.165310	  120.054583	    8.461042	  120.054583
22716	CSWA 11	  120.165310	  120.054417	    8.461042	  120.054417
23058	CSWA 11	  120.165310	  120.054417	    8.461042	  120.054417
23122	CSWA 11	  120.165310	  120.054417	    8.461042	  120.054417
2934	NGC3377	  161.724950	  161.924167	   13.779380	  161.924167
12808	NGC 3367	  161.724950	  161.645833	   13.779380	  161.645833
19318	NGC2513	  120.448740	  120.602917	    9.605455	  120.602917
11122	SN2010jl	  145.752230	  145.722208	    9.474516	  145.722208
11237	SN 2010jl	  145.752230	  145.722208	    9.474516	  145.722208
11702	SDSS J094417.85+093019.4	  145.752230	  146.074583	    9.474516	  146.074583
13199	SN2010jl	  145.752230	  145.722208	    9.474516	  145.722208
13781	SN 2010jl	  145.752230	  145.722083	    9.474516	  145.722083
13782	SN 2010jl	  145.752230	  145.722083	    9.474516	  145.722083
15003	3C226	  145.752230	  146.068333	    9.474516	  146.068333
15869	SN 2010jl	  145.752230	  145.722083	    9.474516	  145.722083
19164	SN 2010jl	  145.752230	  145.722200	    9.474516	  145.722200
17045	SDSS J103412.34+072003.6	  158.661620	  158.551250	    7.031580	  158.551250
11363	NGC6017	  239.153510	  239.315000	    6.194060	  239.315000
4692	NGC 3384	  162.236960	  162.070833	   12.194920	  162.070833
7073	NGC3379	  162.236960	  161.957083	   12.194920	  161.957083
7076	NGC3379	  162.236960	  161.957083	   12.194920	  161.957083
11782	NGC3384	  162.236960	  162.070417	   12.194920	  162.070417
17075	Mrk 1263	  162.236960	  162.237083	   12.194920	  162.237083
9154	SDSS J102258.41+123429.7	  155.914000	  155.743333	   12.623780	  155.743333
23766	SDSSJ1550+0806	  237.895876	  237.740417	    8.031250	  237.740417
13933	SDSS J075952.64+141358.9	  119.841692	  119.969167	   14.161058	  119.969167
18609	Jupiter	  165.640580	  165.591800	    7.135260	  165.591800
9749	Venus	  171.534580	  168.733292	    4.062360	  168.733292
9752	Venus	  171.534580	  168.733292	    4.062360	  168.733292
9753	Venus	  171.534580	  168.733292	    4.062360	  168.733292
12706	SDSS J094533.99+100950.1	  146.773920	  146.391667	    9.851610	  146.391667
16759	PSR B0943+10	  146.773920	  146.532083	    9.851610	  146.532083
1587	NGC3379	  162.321760	  161.958333	   12.421760	  161.958333
4692	NGC 3384	  162.321760	  162.070833	   12.421760	  162.070833
7073	NGC3379	  162.321760	  161.957083	   12.421760	  161.957083
7076	NGC3379	  162.321760	  161.957083	   12.421760	  161.957083
11782	NGC3384	  162.321760	  162.070417	   12.421760	  162.070417
17075	Mrk 1263	  162.321760	  162.237083	   12.421760	  162.237083
4693	NGC 3412	  162.579010	  162.720833	   13.271860	  162.720833
939	AX J1510+0742	  227.691541	  227.597500	    7.187135	  227.597500
5626	3C 191	  120.932930	  121.199583	   10.149254	  121.199583
13325	SDSS J0947+1421	  147.045390	  146.892500	   14.553672	  146.892500
5606	PG 1004+130	  151.777150	  151.858750	   12.897600	  151.858750
16034	PG 1004+130	  151.777150	  151.858750	   12.897600	  151.858750
12982	NGC 5964	  234.264930	  234.401250	    6.040174	  234.401250
10346	F09039+0503	  136.627115	  136.642083	    5.186354	  136.642083
392	NGC 3489	  165.216400	  165.075417	   13.881329	  165.075417
13325	SDSS J0947+1421	  146.984722	  146.892500	   14.403683	  146.892500
20476	SDSS J094004.80+052630.8	  145.234580	  145.020000	    5.044610	  145.020000
14387	NSC J113249+143108	  173.008040	  173.239583	   14.610780	  173.239583
9154	SDSS J102258.41+123429.7	  155.859750	  155.743333	   12.595140	  155.743333
14932	NGC 5373	  209.348210	  209.281250	    5.573670	  209.281250
11122	SN2010jl	  146.154670	  145.722208	   10.012880	  145.722208
11702	SDSS J094417.85+093019.4	  146.154670	  146.074583	   10.012880	  146.074583
12706	SDSS J094533.99+100950.1	  146.154670	  146.391667	   10.012880	  146.391667
13199	SN2010jl	  146.154670	  145.722208	   10.012880	  145.722208
15003	3C226	  146.154670	  146.068333	   10.012880	  146.068333
22529	SDSS J0945+1009	  146.154670	  146.391583	   10.012880	  146.391583
23775	NSA 51928	  146.154670	  146.080792	   10.012880	  146.080792
5177	HR 5392	  215.931940	  216.047500	    5.876860	  216.047500
11363	NGC6017	  239.060140	  239.315000	    6.098170	  239.315000
7831	NGC 3299	  159.099170	  159.099167	   12.707390	  159.099167
19318	NGC2513	  120.533529	  120.602917	    9.649308	  120.602917
9745	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9746	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9747	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9748	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9749	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9752	Venus	  171.272630	  168.733292	    4.121000	  168.733292
9753	Venus	  171.272630	  168.733292	    4.121000	  168.733292
13980	NGC 5674	  218.844940	  218.490833	    5.276550	  218.490833
23766	SDSSJ1550+0806	  237.897141	  237.740417	    8.014642	  237.740417
2402	KIG 0284	  131.548196	  131.419000	    7.049614	  131.419000
363	PG 1115+080	  169.441090	  169.570833	    7.639190	  169.570833
1630	PG1115+080	  169.441090	  169.570417	    7.639190	  169.570417
7757	PG1115+080	  169.441090	  169.570833	    7.639190	  169.570833
10730	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
10795	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
10796	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
11857	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
12093	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
12094	PG 1115+080	  169.441090	  169.570417	    7.639190	  169.570417
4642	SN1988Z	  162.657830	  162.958750	   15.763470	  162.958750
14932	NGC 5373	  209.088820	  209.281250	    5.328960	  209.281250
9096	SN 2005ip	  143.036720	  143.026667	    8.469660	  143.026667
18802	SN 2005ip	  143.036720	  143.026667	    8.469660	  143.026667
19298	SN 2005ip	  143.036720	  143.026667	    8.469660	  143.026667
900	MKW 3S	  230.185824	  230.466250	    7.245040	  230.466250
24972	SDSSJ100438.82+151057.3	  151.000661	  151.161758	   15.249927	  151.161758
5606	PG 1004+130	  151.929303	  151.858750	   12.370210	  151.858750
15374	GMBCG J154.45050+03.86041	  154.299290	  154.450417	    4.330780	  154.450417
12395	HD 120066	  206.670890	  206.737917	    6.654318	  206.737917
9250	3CR 208	  133.140660	  133.285833	   13.841221	  133.285833
20507	ClG J092921+120505	  142.466000	  142.322083	   11.926610	  142.322083
5704	SDSS J143752.76+042854.5	  219.593990	  219.470000	    4.613280	  219.470000
19318	NGC2513	  120.891066	  120.602917	    9.125468	  120.602917
4692	NGC 3384	  162.361260	  162.070833	   12.257780	  162.070833
11782	NGC3384	  162.361260	  162.070417	   12.257780	  162.070417
17075	Mrk 1263	  162.361260	  162.237083	   12.257780	  162.237083
2930	NGC 5954	  233.638220	  233.646250	   15.133591	  233.646250
4023	NGC5953	  233.638220	  233.635000	   15.133591	  233.635000
23139	RMJ084114.3+075843.6	  130.089008	  130.309494	    7.892605	  130.309494
24764	RX J0859.1+0537	  134.837700	  134.788250	    4.942000	  134.788250
15677	Comet C/2012 S1 (ISON)	  171.416690	  170.970000	    4.676530	  170.970000
17759	2MASS J10252645+0512391	  156.443170	  156.359167	    5.653470	  156.359167
15374	GMBCG J154.45050+03.86041	  154.287580	  154.450417	    4.344310	  154.450417
15674	Comet C/2012 S1 (ISON)	  170.546120	  170.827220	    4.661560	  170.827220
15677	Comet C/2012 S1 (ISON)	  170.546120	  170.970000	    4.661560	  170.970000
16494	Comet C/2012 S1 (ISON)	  170.546120	  170.900000	    4.661560	  170.900000
11363	NGC6017	  239.010822	  239.315000	    5.456181	  239.315000
394	NGC 3627	  170.596620	  170.062083	   13.077810	  170.062083
6882	SDSS J100711.81+053208.9	  151.850250	  151.799167	    5.325310	  151.799167
11363	NGC6017	  239.155728	  239.315000	    5.968646	  239.315000
6821	SDSS J0942+0422	  145.578960	  145.508333	    4.689390	  145.508333
18099	3CR 222.0	  144.347976	  144.133333	    4.098510	  144.133333
1587	NGC3379	  162.326750	  161.958333	   12.378200	  161.958333
4692	NGC 3384	  162.326750	  162.070833	   12.378200	  162.070833
7073	NGC3379	  162.326750	  161.957083	   12.378200	  161.957083
7076	NGC3379	  162.326750	  161.957083	   12.378200	  161.957083
11782	NGC3384	  162.326750	  162.070417	   12.378200	  162.070417
17075	Mrk 1263	  162.326750	  162.237083	   12.378200	  162.237083
16975	GALEX J100712.2+065736	  151.519565	  151.800000	    7.135159	  151.800000
3067	HS 0854+0915	  134.272667	  134.350000	    9.118312	  134.350000
391	NGC 3368	  161.672160	  161.690833	   12.327050	  161.690833
1587	NGC3379	  161.672160	  161.958333	   12.327050	  161.958333
7073	NGC3379	  161.672160	  161.957083	   12.327050	  161.957083
7074	NGC3379	  161.672160	  161.957083	   12.327050	  161.957083
7075	NGC3379	  161.672160	  161.957083	   12.327050	  161.957083
7076	NGC3379	  161.672160	  161.957083	   12.327050	  161.957083
11237	SN 2010jl	  146.182890	  145.722208	    9.615010	  145.722208
11702	SDSS J094417.85+093019.4	  146.182890	  146.074583	    9.615010	  146.074583
15003	3C226	  146.182890	  146.068333	    9.615010	  146.068333
16759	PSR B0943+10	  146.182890	  146.532083	    9.615010	  146.532083
23775	NSA 51928	  146.182890	  146.080792	    9.615010	  146.080792
4187	A2063	  231.137242	  230.772292	    8.515502	  230.772292
5795	A2063	  231.137242	  230.772083	    8.515502	  230.772083
6262	A2063	  231.137242	  230.772083	    8.515502	  230.772083
6263	A2063	  231.137242	  230.772083	    8.515502	  230.772083
23733	CGCG077-117	  231.137242	  231.052417	    8.515502	  231.052417
3026	QSO J1603+0721	  240.699640	  240.837125	    6.875186	  240.837125
13354	QSO J0958+1202	  149.900570	  149.717500	   11.775040	  149.717500
2934	NGC3377	  161.843150	  161.924167	   14.071200	  161.924167
12808	NGC 3367	  161.843150	  161.645833	   14.071200	  161.645833
23698	MCG2-30-017	  175.236460	  175.570292	   14.074220	  175.570292
1647	RX J0821.0+0752	  125.524740	  125.260000	    8.300190	  125.260000
17194	RXJ0821.0+0752	  125.524740	  125.259167	    8.300190	  125.259167
17563	RXJ0821.0+0752	  125.524740	  125.259167	    8.300190	  125.259167
14912	Mrk 750	  177.511390	  177.511250	   15.023189	  177.511250
21565	eMACSJ0935.1+0614	  143.686330	  143.763333	    6.425500	  143.763333
14912	Mrk 750	  177.733290	  177.511250	   14.594830	  177.511250
18931	beta Leo	  177.733290	  177.265000	   14.594830	  177.265000
10373	QSO B1116+128	  169.675780	  169.738750	   12.561608	  169.738750
1290	RX J1419.9+0634	  214.461427	  214.750000	    6.840476	  214.750000
1291	RX J1419.9+0634	  214.461427	  214.750000	    6.840476	  214.750000
2934	NGC3377	  162.223970	  161.924167	   14.124520	  161.924167
24685	RX J0859.1+0537	  134.726965	  134.788250	    5.526735	  134.788250
24764	RX J0859.1+0537	  134.726965	  134.788250	    5.526735	  134.788250
1587	NGC3379	  162.180570	  161.958333	   12.315400	  161.958333
4692	NGC 3384	  162.180570	  162.070833	   12.315400	  162.070833
7073	NGC3379	  162.180570	  161.957083	   12.315400	  161.957083
7076	NGC3379	  162.180570	  161.957083	   12.315400	  161.957083
11782	NGC3384	  162.180570	  162.070417	   12.315400	  162.070417
13829	NGC 3384	  162.180570	  162.070417	   12.315400	  162.070417
17075	Mrk 1263	  162.180570	  162.237083	   12.315400	  162.237083
7831	NGC 3299	  159.369360	  159.099167	   12.396280	  159.099167
23698	MCG2-30-017	  175.793730	  175.570292	   14.224710	  175.570292
14387	NSC J113249+143108	  173.462130	  173.239583	   14.054170	  173.239583
4693	NGC 3412	  162.756290	  162.720833	   13.333470	  162.720833
6842	3C227	  147.024540	  146.907917	    7.129110	  146.907917
7265	3C227	  147.024540	  146.907917	    7.129110	  146.907917
394	NGC 3627	  170.600080	  170.062083	   12.979560	  170.062083
14912	Mrk 750	  177.379290	  177.511250	   15.261030	  177.511250
5629	2MASS J11135466+1244390	  168.687580	  168.477917	   12.647700	  168.477917
7084	NGC 3593	  168.687580	  168.654167	   12.647700	  168.654167
2795	RXJ0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
4523	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
4524	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
4525	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
4526	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
4527	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
5282	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
6562	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
7249	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
11027	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
11028	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
12060	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
12061	RX J0806.3+1527	  121.554430	  121.596667	   15.503940	  121.596667
1587	NGC3379	  161.740000	  161.958333	   12.999000	  161.958333
7074	NGC3379	  161.740000	  161.957083	   12.999000	  161.957083
